term,estimate,std.error,statistic,p.value,Drug,Model
`Age Group`65 to 84 Years,0.5077764789760337,0.05356133456755851,9.48028056200803,2.536002906750555e-21,Amikacin_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.4211611970833024,0.06344832163203433,6.637861904776736,3.182658190437695e-11,Amikacin_I,Species+Country+Gender+Age
`Age Group`Unknown,0.40315819698706357,0.1434269253338026,2.810896183187216,0.004940372392094049,Amikacin_I,Species+Country+Gender+Age
SpeciesCitrobacter braakii,2.48307298903601,0.30875239326262055,8.042279325504506,8.818259665843513e-16,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter freundii,2.723845386488474,0.2813133044985978,9.682604210075855,3.57491646839703e-22,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter koseri,-1.9850820215145337,0.29526307243513905,-6.7230961364144175,1.779031189058654e-11,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter murliniae,2.469145645605732,0.8954901383329555,2.757311934447758,0.005827872654774024,Amoxycillin clavulanate_I,Species+Country+Gender+Age
"SpeciesCitrobacter, non-speciated",1.8037126690413203,0.3391499519365475,5.318333848323181,1.0472178849631168e-7,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter agglomerans,1.4447306553803017,0.3522963864965116,4.100895469714411,4.1155444727412253e-5,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter asburiae,4.508689344598616,0.3027823134199949,14.890861007275976,3.778717916576197e-50,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter bugandensis,2.977678509327035,0.8285041854162345,3.594041601408532,3.25587816464365e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter cancerogenus,4.12505652324636,1.0864717969818645,3.7967451476471377,1.466083743823372e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter cloacae,4.479403595427867,0.28090672642055,15.946231165435602,3.026169243588065e-57,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter hormaechi,4.246949002423264,0.7817594319894957,5.432552302714436,5.555366293531846e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter kobei,3.923413762189516,0.3078378525981593,12.74506604394425,3.3210944524717623e-37,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter ludwigii,4.4369213750750465,0.4302558417036633,10.312286191179608,6.200839230967889e-25,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter sakazakii,1.4851100164389806,0.4661980197359781,3.1855777021104528,0.0014446530341970137,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter spp,3.972106539350678,1.1067943978404269,3.5888386741937235,3.3215429441632013e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter taylorae,2.9080101930774673,1.1696508165360144,2.4862208036495033,0.012910783201054231,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesEnterobacter xiangfangensis,2.432288849751624,0.6519921901363573,3.7305490564893673,1.9106293514945427e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
"SpeciesEnterobacter, non-speciated",3.931115470346617,0.31548174195548273,12.460675048831613,1.2233071433937403e-35,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesHaemophilus influenzae,-3.270350476427163,0.2954978468666482,-11.067256533693126,1.808527079504645e-28,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesHaemophilus parainfluenzae,-2.8919905860577004,0.5299081304337309,-5.4575320135031715,4.827981246439988e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesKlebsiella aerogenes,4.241779967483393,0.2827465629403605,15.002056694772655,7.117906346210634e-51,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesKlebsiella oxytoca,-0.7227620212157899,0.2816131660271966,-2.566506500431126,0.0102728699758554,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesKlebsiella variicola,-1.434200574536399,0.3116306780151568,-4.602244501957037,4.179621314002503e-6,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesLelliottia amnigena,2.5242864115318993,0.4583383454982583,5.507473761087466,3.640196468881622e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesMorganella morganii,5.3637396440582705,0.3130014373178815,17.136469691705933,7.932294313604986e-66,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProteus hauseri,-1.5883423019835388,0.385482461600906,-4.120400952580733,3.7821363437884255e-5,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProteus mirabilis,-1.0863816297277087,0.28434637837275806,-3.820627630092545,1.3311249902657121e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProteus penneri,-1.8822193888340448,0.6527226841776431,-2.88364329057359,0.0039310375886879145,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProteus vulgaris,-1.8691368237462813,0.30529873287773107,-6.12232093506543,9.222203185492332e-10,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProvidencia alcalifaciens,2.17074084869999,0.5014907897415175,4.328575704887524,1.5007674580932349e-5,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProvidencia rettgeri,2.0707718226299137,0.29098364635925617,7.116454304353873,1.1073886715082827e-12,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesProvidencia stuartii,3.6443400666611128,0.3004363390177601,12.130157352388986,7.310882408719022e-34,Amoxycillin clavulanate_I,Species+Country+Gender+Age
"SpeciesProvidencia, non-speciated",2.9387474810169403,0.5005222595803868,5.871362211703914,4.322287513454223e-9,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesRaoultella ornithinolytica,-1.1032808563391752,0.4112550222289307,-2.6827170410213714,0.007302674878428865,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesSerratia ficaria,3.7129627406104735,1.1009275659076632,3.372576775792974,7.446832165560982e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesSerratia fonticola,1.5551009964554938,0.7307307518539579,2.1281450007543854,0.03332506322684367,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesSerratia marcescens,4.082097535094206,0.2816027589709629,14.495942973041421,1.285251335152465e-47,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesSerratia ureilytica,4.264935555729278,0.48220401188982875,8.844670410381626,9.17988585837437e-19,Amoxycillin clavulanate_I,Species+Country+Gender+Age
"SpeciesSerratia, non-speciated",3.5007951298503905,0.49191141072976396,7.116718688547732,1.105267483584446e-12,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesStreptococcus pneumoniae,-1.5822100614661219,0.2813625675326816,-5.623385069807983,1.8725135951235408e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryAustralia,-0.8147899318372476,0.08055187958711273,-10.115095215824157,4.7355633632612895e-24,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryAustria,-1.01761349158493,0.11464460786621822,-8.876243815779018,6.915615989012593e-19,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryBelgium,-0.4666645956514869,0.06315455057228432,-7.389247353084401,1.4766225084469798e-13,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryCanada,-1.1089040314870082,0.07742693913407032,-14.32194070808948,1.5960314767492328e-46,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryChile,-0.23019762065109922,0.07416524668638333,-3.103847569260001,0.0019102171885016026,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryCosta Rica,-1.563105328918273,0.2649627019277939,-5.899340992319143,3.6495629333262566e-9,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryCzech Republic,-0.605079712722433,0.07269422023189374,-8.323628904639675,8.531040702655758e-17,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryDenmark,-1.231821479106203,0.10180804127998044,-12.099451709502917,1.0631890050076408e-33,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryDominican Republic,-1.11775956870461,0.3480479474078109,-3.2115103020415776,0.0013203923624799548,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryFinland,-1.0550101514558108,0.16970853163080774,-6.216600552239363,5.08040869595869e-10,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryFrance,-0.7051567554571405,0.05788128539506107,-12.182810914515567,3.838214151209628e-34,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryGermany,-0.9753504298657735,0.058733648411490536,-16.60633140022948,6.271309513316439e-62,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryHong Kong,-0.6618943946874414,0.13576065742080667,-4.875450717919104,1.0856029731303011e-6,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryHungary,-0.622633605164049,0.0774694421013255,-8.037151014327439,9.195131912480204e-16,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryIndia,0.681041220473464,0.08983915427515812,7.580672658466712,3.437679414820616e-14,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryIreland,-0.618010641559252,0.09808072767293495,-6.301040543052475,2.956540387938612e-10,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryIsrael,-0.534603729901525,0.0776309930368161,-6.8864729019760444,5.7192648602068695e-12,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryJapan,-1.1704891468174756,0.10189675601077618,-11.487010898498962,1.5332578406918238e-30,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryKenya,-0.38353079991856043,0.18922701022011337,-2.026829042388971,0.04267989924343092,Amoxycillin clavulanate_I,Species+Country+Gender+Age
"CountryKorea, South",-0.29793952154908593,0.07422072246715794,-4.01423634323853,5.9638565840340275e-5,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryKuwait,-0.439564558880558,0.07774096693252387,-5.654220370864218,1.5655524408738616e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryLatvia,-0.7063419760443336,0.14354893735846844,-4.920565690294635,8.629443012454853e-7,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryLithuania,-0.6991104521884614,0.1607776702952191,-4.348305650310509,1.3719331746299116e-5,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryMalaysia,-0.915106843875117,0.12142510571389563,-7.536389105818947,4.831634769955037e-14,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryMexico,-0.3964542442071587,0.06574642586516946,-6.030050135655946,1.6390882198086064e-9,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryNetherlands,-1.1788692154374025,0.09153896492366266,-12.878332373765643,5.960964996248451e-38,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryNigeria,0.33758548943327177,0.10842203826575246,3.1136242671053505,0.0018480466822328972,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryPanama,-0.37195079309974205,0.1383856009335296,-2.6877853663286846,0.00719276134365747,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryPortugal,-0.44410560301381513,0.06708767570244947,-6.6197792420702415,3.5973568588546726e-11,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountrySingapore,-0.6087456558689607,0.19558255655526693,-3.1124741724957654,0.001855262466537725,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountrySouth Africa,-0.2836735737282754,0.07356429741725952,-3.8561310810768434,1.1519573319556134e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountrySpain,-0.41998332798129995,0.05590549048820467,-7.512380703822122,5.806164509007584e-14,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountrySweden,-1.1991036546744582,0.1455036886701406,-8.241053306853596,1.7070114882792517e-16,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountrySwitzerland,-0.8805243216011831,0.10293682276645956,-8.554026614935399,1.1886748204885134e-17,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryTaiwan,0.15227170161243747,0.0723796897367218,2.1037904716961293,0.03539672833212484,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryTurkey,0.43147732621706164,0.07175236043378722,6.0134234415218595,1.8164573630823252e-9,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryUnited Kingdom,-0.7638339552935499,0.07216396714884506,-10.584700169241938,3.5090237228585904e-26,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryUnited States,-0.8951225220667105,0.05234863395712933,-17.099252729302677,1.503193111433914e-65,Amoxycillin clavulanate_I,Species+Country+Gender+Age
CountryVenezuela,-0.4211763225061811,0.0781686385792979,-5.388047305939968,7.122730685595393e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
GenderMale,0.1440189266938623,0.015113630371113062,9.529075619655758,1.5868991569498974e-21,Amoxycillin clavulanate_I,Species+Country+Gender+Age
`Age Group`19 to 64 Years,0.11656831236366053,0.03486886338727854,3.343048813176657,8.286332245497033e-4,Amoxycillin clavulanate_I,Species+Country+Gender+Age
`Age Group`65 to 84 Years,0.19890337821562512,0.03535905497064965,5.6252458777738275,1.85243925637662e-8,Amoxycillin clavulanate_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.13979242861717328,0.04267662582055604,3.275620458022234,0.001054301426861581,Amoxycillin clavulanate_I,Species+Country+Gender+Age
`Age Group`Unknown,0.29069336651768374,0.10282711114847923,2.8270109241708767,0.004698472502806932,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter braakii,-2.011256557204399,0.41266395914301407,-4.873836235617009,1.094517315785844e-6,Ampicillin_I,Species+Country+Gender+Age
SpeciesCitrobacter freundii,-1.9478615990135681,0.3960246545666293,-4.918536198573591,8.719379426563498e-7,Ampicillin_I,Species+Country+Gender+Age
SpeciesCitrobacter gillenii,-3.7037417679704165,1.22244418271516,-3.029783952788804,0.002447287329672018,Ampicillin_I,Species+Country+Gender+Age
SpeciesCitrobacter youngae,-3.560258751107881,0.9710893277510062,-3.6662525777656936,2.4613083152109585e-4,Ampicillin_I,Species+Country+Gender+Age
"SpeciesCitrobacter, non-speciated",-1.5397354484781187,0.4700650984134719,-3.2755791775967142,0.0010544555227827218,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter agglomerans,-2.025762829726333,0.45023790538685304,-4.4993164846610565,6.817230150404392e-6,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter asburiae,-1.0561529661543965,0.4002486675209555,-2.6387419918121284,0.008321428594758479,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter cancerogenus,-1.80435788870638,0.7366930160461269,-2.4492669937207645,0.014314729407747948,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter kobei,-0.938816784640411,0.40658299182366253,-2.309040967083988,0.02094130803983354,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter sakazakii,-2.6698244022704376,0.5478153368133682,-4.873584623973394,1.0959129153410865e-6,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterobacter xiangfangensis,-1.9894451204482015,0.6774039081748926,-2.9368669067887416,0.0033154636137132636,Ampicillin_I,Species+Country+Gender+Age
"SpeciesEnterobacter, non-speciated",-0.9291831272027811,0.40974304931923927,-2.2677215116804468,0.02334618586814703,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus avium,-4.98002985349243,0.49680359753946285,-10.024142091879375,1.1939192732508139e-23,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus casseliflavus,-5.562951886936124,0.7111917261980021,-7.822014348613708,5.198468181738821e-15,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus durans,-2.858889572450451,0.541603783680866,-5.2785627770558925,1.3020106059602368e-7,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus faecalis,-7.360957207449539,0.4079523085591321,-18.043670921848893,8.846722255679427e-73,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus gallinarum,-4.209025794948706,0.49229039787115614,-8.549883997636506,1.2321228202065985e-17,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus hirae,-5.7075744089197995,1.0954245481070217,-5.2103765784534675,1.884577157886922e-7,Ampicillin_I,Species+Country+Gender+Age
SpeciesEnterococcus raffinosus,-2.30990175064951,0.4926975315983924,-4.688275468228563,2.755169864849605e-6,Ampicillin_I,Species+Country+Gender+Age
"SpeciesEnterococcus, non-speciated",-4.021677252322719,0.5766985487839286,-6.973621245975285,3.088849855178207e-12,Ampicillin_I,Species+Country+Gender+Age
SpeciesEscherichia coli,-1.8620463750187088,0.39490420324786635,-4.7151849985500744,2.4149123146278076e-6,Ampicillin_I,Species+Country+Gender+Age
SpeciesHaemophilus influenzae,-3.7941220638646245,0.395390939515269,-9.595875081295597,8.320798501895705e-22,Ampicillin_I,Species+Country+Gender+Age
SpeciesHaemophilus parainfluenzae,-4.266704346826884,0.41956868369027883,-10.169263133033352,2.719582123472099e-24,Ampicillin_I,Species+Country+Gender+Age
SpeciesKlebsiella variicola,-2.8786893761889814,0.39948497583885645,-7.206001602799155,5.761872500281302e-13,Ampicillin_I,Species+Country+Gender+Age
SpeciesLelliottia amnigena,-1.5011396625525815,0.5342314464317872,-2.809905093717191,0.004955611086355476,Ampicillin_I,Species+Country+Gender+Age
SpeciesMorganella morganii,1.6901995305849837,0.42906205368545636,3.9392892381577562,8.172335854834804e-5,Ampicillin_I,Species+Country+Gender+Age
SpeciesPantoea dispersa,-3.4091657990595143,1.4978539520522678,-2.276033517412351,0.022844003604538084,Ampicillin_I,Species+Country+Gender+Age
SpeciesPantoea septica,-3.4023753275524404,1.2899045543225909,-2.637695414091502,0.008347151729292276,Ampicillin_I,Species+Country+Gender+Age
SpeciesPluralibacter gergoviae,-3.945473114891027,0.5207152371201237,-7.577026431398332,3.535647714584256e-14,Ampicillin_I,Species+Country+Gender+Age
SpeciesProteus mirabilis,-2.810401412325588,0.39597381650520264,-7.097442545897887,1.270866103355209e-12,Ampicillin_I,Species+Country+Gender+Age
SpeciesProteus spp,-2.682643135427634,1.0864188991306707,-2.4692530087374474,0.013539545081725595,Ampicillin_I,Species+Country+Gender+Age
SpeciesProvidencia alcalifaciens,-2.9218826564465776,0.558620562604509,-5.230531870906453,1.690230322537531e-7,Ampicillin_I,Species+Country+Gender+Age
SpeciesProvidencia rettgeri,-3.1610214422547673,0.4033408117683668,-7.837097933124852,4.610784426737933e-15,Ampicillin_I,Species+Country+Gender+Age
SpeciesProvidencia stuartii,-1.7043850585302875,0.4015154314107958,-4.24488058289971,2.18709865274941e-5,Ampicillin_I,Species+Country+Gender+Age
"SpeciesProvidencia, non-speciated",-2.6282657201451247,0.5041661452404357,-5.2130944232515075,1.8571630409443585e-7,Ampicillin_I,Species+Country+Gender+Age
SpeciesRaoultella ornithinolytica,-1.2989158935474923,0.44071463820951534,-2.9472946458610454,0.003205675920489602,Ampicillin_I,Species+Country+Gender+Age
SpeciesSalmonella spp,-3.5531191753269837,1.4956141769074962,-2.375692361163506,0.017516059761498858,Ampicillin_I,Species+Country+Gender+Age
SpeciesSerratia liquefaciens,-3.5658070554302683,0.41970632898908566,-8.495957313817385,1.9630813807010034e-17,Ampicillin_I,Species+Country+Gender+Age
SpeciesSerratia odorifera,-3.057256635889651,0.5701948540067158,-5.361775214922656,8.240804852422925e-8,Ampicillin_I,Species+Country+Gender+Age
SpeciesSerratia plymuthica,-2.8244702318697836,1.0301711567726417,-2.7417485078095067,0.006111311284936735,Ampicillin_I,Species+Country+Gender+Age
SpeciesSerratia rubidaea,-3.908144176746364,0.6359859981335905,-6.145016066730212,7.995542113994002e-10,Ampicillin_I,Species+Country+Gender+Age
"SpeciesSerratia, non-speciated",-1.309262932694163,0.4991023984959636,-2.6232351049395954,0.008709914593160487,Ampicillin_I,Species+Country+Gender+Age
CountryAustralia,-0.3495896479789912,0.06723623174353606,-5.199423568418526,1.9990750753819868e-7,Ampicillin_I,Species+Country+Gender+Age
CountryAustria,-0.6363152416334785,0.08493943814403734,-7.491399231466981,6.814319205515032e-14,Ampicillin_I,Species+Country+Gender+Age
CountryBelgium,-0.17895082758489908,0.05667375607589763,-3.1575607472574734,0.001590950847518912,Ampicillin_I,Species+Country+Gender+Age
CountryCanada,-0.33547434927923137,0.06183089903700618,-5.4256747759473445,5.773600255060059e-8,Ampicillin_I,Species+Country+Gender+Age
CountryChina,0.8244763047906547,0.06347089767851324,12.989832111193916,1.397332486210665e-38,Ampicillin_I,Species+Country+Gender+Age
CountryCosta Rica,-0.3793080202052802,0.18564008764530124,-2.043244134478197,0.04102827677565283,Ampicillin_I,Species+Country+Gender+Age
CountryCzech Republic,-0.22062380012387156,0.06301683097596225,-3.5010297520043245,4.634640998330759e-4,Ampicillin_I,Species+Country+Gender+Age
CountryDenmark,-0.6051512632150076,0.07564025270920796,-8.000386587039262,1.2402918641663233e-15,Ampicillin_I,Species+Country+Gender+Age
