term,estimate,std.error,statistic,p.value,Drug,Model
SpeciesKlebsiella pneumoniae,13.941332402521597,1455.3967816486643,0.009579059524048791,0.9923571331817767,Amikacin_I,Species+Country+Gender+Age
SpeciesKlebsiella spp,1.0763653056777114,1543.3835336387372,6.974062390960161e-4,0.999443550374325,Amikacin_I,Species+Country+Gender+Age
SpeciesKlebsiella variicola,10.99439049637222,1455.3968681050026,0.007554221626632639,0.9939726605215726,Amikacin_I,Species+Country+Gender+Age
"SpeciesKlebsiella, non-speciated",14.020947342902865,1455.3967989852274,0.009633762663679721,0.9923134884051279,Amikacin_I,Species+Country+Gender+Age
SpeciesKluyvera ascorbata,1.2256635743620066,2058.2423994159167,5.954903925357978e-4,0.9995248674377702,Amikacin_I,Species+Country+Gender+Age
SpeciesLelliottia amnigena,0.9619463558326061,1472.5034527500918,6.532727336129814e-4,0.999478763808931,Amikacin_I,Species+Country+Gender+Age
SpeciesMorganella morganii,12.603499253659693,1455.3967869488467,0.008659837211872773,0.9930905359496753,Amikacin_I,Species+Country+Gender+Age
SpeciesMyroides odoratimimus,31.205535902024955,2058.242401229021,0.015161254030813597,0.987903532911139,Amikacin_I,Species+Country+Gender+Age
SpeciesPantoea agglomerans,0.5861167659253623,1575.7077651441678,3.7197047504029796e-4,0.9997032105077349,Amikacin_I,Species+Country+Gender+Age
SpeciesPantoea dispersa,16.322886415984993,1455.3974851151545,0.011215414746091503,0.9910515813284139,Amikacin_I,Species+Country+Gender+Age
SpeciesPantoea septica,0.11059147215119905,1680.2283572574493,6.58193106154403e-5,0.9999474837882951,Amikacin_I,Species+Country+Gender+Age
SpeciesPantoea spp,1.807634370931287,2058.24240040736,8.782417321562934e-4,0.9992992645713402,Amikacin_I,Species+Country+Gender+Age
SpeciesPluralibacter gergoviae,1.1610451538207363,1466.6477548227585,7.916319034361773e-4,0.9993683691923811,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus hauseri,11.976675684801132,1455.3968694255375,0.00822914762042086,0.9934341642703455,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus mirabilis,13.82068221505974,1455.3967825343907,0.009496161033826637,0.9924232735988865,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus penneri,11.87062039720282,1455.3971324315175,0.008156275790766946,0.993492305626859,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus rettgeri,1.1339714449635507,1659.0291196826668,6.835150941657086e-4,0.9994546339017547,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus spp,0.8260166365170745,1624.4092924303168,5.085027772041685e-4,0.9995942735024286,Amikacin_I,Species+Country+Gender+Age
SpeciesProteus vulgaris,12.30131306513846,1455.396793012109,0.008452205696894175,0.9932561958657956,Amikacin_I,Species+Country+Gender+Age
SpeciesProvidencia alcalifaciens,0.5340151452059647,1479.9481925523583,3.608336750524948e-4,0.9997120963879054,Amikacin_I,Species+Country+Gender+Age
SpeciesProvidencia rettgeri,13.767196717870657,1455.3967902630084,0.009459411213475847,0.9924525943962048,Amikacin_I,Species+Country+Gender+Age
SpeciesProvidencia spp,0.8177216639183956,1760.7562293907831,4.644150338751464e-4,0.9996294504279863,Amikacin_I,Species+Country+Gender+Age
SpeciesProvidencia stuartii,14.053813721515445,1455.396786031074,0.009656345167451388,0.9922954710120967,Amikacin_I,Species+Country+Gender+Age
"SpeciesProvidencia, non-speciated",13.715644033967253,1455.3968598104718,0.00942398902506452,0.9924808559537204,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas aeruginosa,13.599299056072493,1455.3967816851873,0.009344049146739229,0.9925446359401229,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas alcaligenes,0.2182621691691958,2058.2423985956293,1.0604298566491462e-4,0.9999153899391151,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas alcaliphila,-0.5199297650251935,2058.242398704612,-2.526086166296155e-4,0.999798447487009,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas citronellolis,0.30172166805029305,2058.2423990809316,1.4659190199610165e-4,0.9998830365850775,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas mendocina,-0.026664910346775213,2058.2423972858064,-1.2955184667237489e-5,0.999989663258172,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas monteilii,-0.05895385747389334,1587.5758517276627,-3.713451386258957e-5,0.999970370944723,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas mosselii,0.8192312272765048,1750.907030986527,4.678896210810914e-4,0.9996266781088008,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas nitroreducens,1.293603183629404,1602.088498962625,8.074480183005061e-4,0.9993557497625527,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas otitidis,1.4439640427879772,1664.961608981803,8.672656684684907e-4,0.9993080221997598,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas pseudoalcaligenes,0.47950781915891905,2058.2423992341137,2.3296955661653227e-4,0.99981411718932,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas putida,0.41308844681772294,1475.7518187403234,2.7991728796941494e-4,0.999776658320544,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas putida/fluorescens Group,0.8327903330296762,2058.242399306379,4.0461236893687735e-4,0.999677166046524,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas spp,0.9967795614972165,1620.841121184444,6.149767231774148e-4,0.9995093195982525,Amikacin_I,Species+Country+Gender+Age
SpeciesPseudomonas stutzeri,0.576819866850898,1567.8663871045462,3.6790116274903936e-4,0.999706457348963,Amikacin_I,Species+Country+Gender+Age
SpeciesRaoultella ornithinolytica,12.138427411352689,1455.3968998083278,0.008340286703201917,0.9933454911552984,Amikacin_I,Species+Country+Gender+Age
SpeciesRaoultella planticola,0.7158939174991458,1474.8332302058336,4.8540669062578195e-4,0.9996127015110484,Amikacin_I,Species+Country+Gender+Age
SpeciesRaoultella terrigena,0.6456703975106672,1759.7396068497198,3.6691246534283805e-4,0.9997072462153055,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia ficaria,1.2855623123620907,1528.7998584559073,8.408964098547947e-4,0.9993290618164131,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia fonticola,1.8589898435143615,1532.7831145242894,0.0012128198868444036,0.9990323099744866,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia grimesii,1.8372273430519777,1781.2209025943757,0.001031442725815775,0.9991770279196422,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia liquefaciens,11.666591009164266,1455.396956487311,0.008016088639708504,0.993604155133445,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia marcescens,13.139548174900671,1455.3967826184287,0.009028155298832729,0.9927966721289773,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia odorifera,1.2001453047422117,1479.1986360854478,8.113483040508183e-4,0.9993526377857892,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia plymuthica,1.4541961245925148,1582.3278094159311,9.190232996848407e-4,0.9992667256013844,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia rubidaea,0.8284529746136888,1478.7580212262546,5.602356590611743e-4,0.9995529966406069,Amikacin_I,Species+Country+Gender+Age
SpeciesSerratia ureilytica,13.063829897408585,1455.396904772508,0.008976128679791705,0.9928381816830848,Amikacin_I,Species+Country+Gender+Age
"SpeciesSerratia, non-speciated",11.48188938758081,1455.397136488851,0.007889179592094633,0.9937054107011205,Amikacin_I,Species+Country+Gender+Age
CountryAustralia,-2.1035696296387414,0.14901137337482007,-14.116839419682863,2.9910825262490653e-45,Amikacin_I,Species+Country+Gender+Age
CountryAustria,-1.0605127180426828,0.14351273340994652,-7.38967681016367,1.471861274506096e-13,Amikacin_I,Species+Country+Gender+Age
CountryBelgium,-1.265456690392292,0.08236273046923108,-15.364433441956358,2.8350614227613826e-53,Amikacin_I,Species+Country+Gender+Age
CountryBrazil,-0.3790188696198932,0.0783380579711872,-4.838246944534885,1.30989332480844e-6,Amikacin_I,Species+Country+Gender+Age
CountryCanada,-2.8512662017232397,0.17496809567152774,-16.295920640732113,1.055029470013038e-59,Amikacin_I,Species+Country+Gender+Age
CountryChile,-0.038466845859591786,0.0772638488374136,-0.49786344375022795,0.6185802949078367,Amikacin_I,Species+Country+Gender+Age
CountryChina,-0.10695831645423769,0.06250068857755428,-1.7113142093069573,0.08702312467685193,Amikacin_I,Species+Country+Gender+Age
CountryColombia,-0.1648447145747622,0.07944635995072435,-2.0749184062933175,0.03799409750676949,Amikacin_I,Species+Country+Gender+Age
CountryCosta Rica,-1.4703005870207018,0.39934512577696607,-3.6817792233223936,2.3161194001788447e-4,Amikacin_I,Species+Country+Gender+Age
CountryCroatia,-0.09811314261015855,0.09449823369218573,-1.0382537194266284,0.2991519489128225,Amikacin_I,Species+Country+Gender+Age
CountryCzech Republic,-1.5292272580718487,0.10135464952896056,-15.08788462274634,1.9458123021216786e-51,Amikacin_I,Species+Country+Gender+Age
CountryDenmark,-2.6080746905816703,0.25114156663203424,-10.384878638600476,2.9053859621465833e-25,Amikacin_I,Species+Country+Gender+Age
CountryDominican Republic,-0.8314334610306862,0.42933412565340573,-1.9365650465481248,0.05279853411151473,Amikacin_I,Species+Country+Gender+Age
CountryFinland,-2.637093291384776,0.45737937785845234,-5.765658486248786,8.133962284868428e-9,Amikacin_I,Species+Country+Gender+Age
CountryFrance,-1.903395303674425,0.07723274627877776,-24.644925829828296,4.1712501419603107e-134,Amikacin_I,Species+Country+Gender+Age
CountryGermany,-2.0357766387358023,0.08328918023778947,-24.442270087467396,6.081044596932966e-132,Amikacin_I,Species+Country+Gender+Age
CountryGreece,0.6315379248262287,0.0633770391356102,9.96477483706526,2.1736583320340095e-23,Amikacin_I,Species+Country+Gender+Age
CountryGuatemala,0.24852046653819682,0.11394170510061011,2.181119426980263,0.029174584291826063,Amikacin_I,Species+Country+Gender+Age
CountryHong Kong,-1.799877141093646,0.2031509054178719,-8.859803688255207,8.015546332076909e-19,Amikacin_I,Species+Country+Gender+Age
CountryHungary,-0.8838948492978214,0.09109023626117407,-9.703508142887198,2.9130652135887334e-22,Amikacin_I,Species+Country+Gender+Age
CountryIndia,1.0334661953125626,0.08237745356819318,12.545498198205959,4.207597479108723e-36,Amikacin_I,Species+Country+Gender+Age
CountryIreland,-1.9395825670666782,0.1824270309239812,-10.63210072127369,2.1129851231389495e-26,Amikacin_I,Species+Country+Gender+Age
CountryIsrael,-0.9527214809116596,0.09472748787588373,-10.057497588872607,8.513480250499393e-24,Amikacin_I,Species+Country+Gender+Age
CountryItaly,-0.026023292326478927,0.05678486031804007,-0.458278706344049,0.6467522203174589,Amikacin_I,Species+Country+Gender+Age
CountryJapan,-3.596651081382855,0.3242500374229896,-11.092214853597577,1.3685664915612542e-28,Amikacin_I,Species+Country+Gender+Age
CountryJordan,-0.46223303694642875,0.17095398881191096,-2.7038447020677143,0.006854231493912123,Amikacin_I,Species+Country+Gender+Age
CountryKenya,0.5068728190201709,0.1688728943106479,3.00150489567473,0.00268648719457088,Amikacin_I,Species+Country+Gender+Age
"CountryKorea, South",-0.360342623361329,0.08265179201420514,-4.359767823296534,1.3020051307131216e-5,Amikacin_I,Species+Country+Gender+Age
CountryKuwait,-0.3078027280490251,0.08278271486908537,-3.71820045447642,2.0064702965290739e-4,Amikacin_I,Species+Country+Gender+Age
CountryLatvia,-0.9904160621462333,0.15811789171158688,-6.263782367859991,3.7574979950966497e-10,Amikacin_I,Species+Country+Gender+Age
CountryLithuania,-0.38027564945592446,0.14886609786916546,-2.5544812076026795,0.010634617015628529,Amikacin_I,Species+Country+Gender+Age
CountryMalaysia,-0.6221294674426215,0.11666879448725599,-5.332441036841074,9.690123876781455e-8,Amikacin_I,Species+Country+Gender+Age
CountryMexico,-0.07243142169126086,0.06635037055280922,-1.0916505979964595,0.2749867071267883,Amikacin_I,Species+Country+Gender+Age
CountryMorocco,-0.3786182064672806,0.14083594475427957,-2.688363451020025,0.007180319601734031,Amikacin_I,Species+Country+Gender+Age
CountryNetherlands,-2.4340436043480693,0.21781858095575188,-11.174637139163652,5.427172297239154e-29,Amikacin_I,Species+Country+Gender+Age
CountryNigeria,0.07243134338471356,0.12335319935576186,0.5871865809966953,0.5570784037131907,Amikacin_I,Species+Country+Gender+Age
CountryPakistan,0.18489431259913425,0.15127796338300084,1.2222157706540813,0.22162604154259996,Amikacin_I,Species+Country+Gender+Age
CountryPanama,-1.2256083973269567,0.18233181413895536,-6.721857088488785,1.794228900865149e-11,Amikacin_I,Species+Country+Gender+Age
CountryPhilippines,-0.9247248004997082,0.09523640582218987,-9.70978264578995,2.739206068346116e-22,Amikacin_I,Species+Country+Gender+Age
CountryPoland,-0.15718558464824278,0.08746224046238218,-1.7971822333530187,0.07230669411904786,Amikacin_I,Species+Country+Gender+Age
CountryPortugal,-1.019883095764672,0.08090404821659372,-12.606082368514784,1.9547055027556254e-36,Amikacin_I,Species+Country+Gender+Age
CountryRomania,0.4650898593797013,0.08788182289062484,5.29221907422811,1.2084101064956156e-7,Amikacin_I,Species+Country+Gender+Age
CountryRussia,0.6390949610322683,0.06403087795954988,9.981043230986192,1.8451644557962712e-23,Amikacin_I,Species+Country+Gender+Age
CountrySaudi Arabia,0.051466538726680854,0.17313535584701362,0.29726186471212657,0.7662665939407272,Amikacin_I,Species+Country+Gender+Age
CountrySerbia,1.0414431727131965,0.23492323374075763,4.433121220621581,9.287861040915662e-6,Amikacin_I,Species+Country+Gender+Age
CountrySingapore,-1.2846606496307424,0.23654496763890995,-5.430936292805854,5.6059146042247025e-8,Amikacin_I,Species+Country+Gender+Age
CountrySouth Africa,-0.8388713930262772,0.08766968418133364,-9.56854585321852,1.0841981041312141e-21,Amikacin_I,Species+Country+Gender+Age
CountrySpain,-1.7013649851973147,0.06955610211504944,-24.46032675009833,3.907632214499575e-132,Amikacin_I,Species+Country+Gender+Age
CountrySweden,-2.071015060481742,0.26566506183410793,-7.795586842258422,6.410982887982881e-15,Amikacin_I,Species+Country+Gender+Age
CountrySwitzerland,-2.5303589234396333,0.2536880074536713,-9.974294602403424,1.9749980527226363e-23,Amikacin_I,Species+Country+Gender+Age
CountryTaiwan,-1.0305168212446985,0.09765779218472623,-10.55232560751944,4.955507523063693e-26,Amikacin_I,Species+Country+Gender+Age
CountryThailand,-0.6730834981988086,0.09258979851806201,-7.269521145653066,3.6076405050450483e-13,Amikacin_I,Species+Country+Gender+Age
CountryTurkey,-0.17728900134363348,0.08081262855581449,-2.193827926549699,0.028247782356381333,Amikacin_I,Species+Country+Gender+Age
CountryUkraine,0.9824042293284116,0.16361019289176199,6.004541721788271,1.918730724762095e-9,Amikacin_I,Species+Country+Gender+Age
CountryUnited Kingdom,-1.7820678839940391,0.11238217807265935,-15.857210765588334,1.2533810721058681e-56,Amikacin_I,Species+Country+Gender+Age
CountryUnited States,-1.8826362780074857,0.059774593342421814,-31.49559324013645,9.981256084734798e-218,Amikacin_I,Species+Country+Gender+Age
CountryVenezuela,-0.006081701068914571,0.0786972117202006,-0.07727975281433604,0.9384009976450908,Amikacin_I,Species+Country+Gender+Age
CountryVietnam,0.6772394599433276,0.25835328669967017,2.621369631463613,0.008757725071073724,Amikacin_I,Species+Country+Gender+Age
GenderMale,0.15191180738133003,0.01945677357270276,7.807656640176844,5.8261045878608346e-15,Amikacin_I,Species+Country+Gender+Age
`Age Group`13 to 18 Years,0.30643998544064194,0.08975610429848499,3.414140885856322,6.398348049981511e-4,Amikacin_I,Species+Country+Gender+Age
`Age Group`19 to 64 Years,0.481110927612858,0.052688719803962183,9.131194103840771,6.774785186075537e-20,Amikacin_I,Species+Country+Gender+Age
`Age Group`3 to 12 Years,0.08476399351147344,0.08148748727914859,1.0402087037130088,0.2982429486900288,Amikacin_I,Species+Country+Gender+Age
`Age Group`65 to 84 Years,0.5077764789760337,0.05356133456755851,9.48028056200803,2.536002906750555e-21,Amikacin_I,Species+Country+Gender+Age
`Age Group`85 and Over,0.4211611970833024,0.06344832163203433,6.637861904776736,3.182658190437695e-11,Amikacin_I,Species+Country+Gender+Age
`Age Group`Unknown,0.40315819698706357,0.1434269253338026,2.810896183187216,0.004940372392094049,Amikacin_I,Species+Country+Gender+Age
SpeciesCitrobacter braakii,2.48307298903601,0.30875239326262055,8.042279325504506,8.818259665843513e-16,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter diversus,-1.2479236065480515,0.8234066054353445,-1.515561811516268,0.12963018954740327,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter farmeri,-0.2616008617772315,0.46067900792783006,-0.56785930610108,0.5701305058543996,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter freundii,2.723845386488474,0.2813133044985978,9.682604210075855,3.57491646839703e-22,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter gillenii,-11.13662224534894,161.27041922525916,-0.06905557943514451,0.9449453790525887,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter koseri,-1.9850820215145337,0.29526307243513905,-6.7230961364144175,1.779031189058654e-11,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter murliniae,2.469145645605732,0.8954901383329555,2.757311934447758,0.005827872654774024,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter sedlakii,-0.3881733115835822,0.5627668802028696,-0.6897586287303389,0.4903459895243868,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter spp,14.372719002873923,181.23841365101714,0.07930282942417081,0.9367917558366833,Amoxycillin clavulanate_I,Species+Country+Gender+Age
SpeciesCitrobacter youngae,0.6818938671229615,0.9186492089751402,0.7422788377336037,0.4579184108673596,Amoxycillin clavulanate_I,Species+Country+Gender+Age
